month,borough,communitydistrict,refusetonscollected,papertonscollected,mgptonscollected,resorganicstons,schoolorganictons,borough_id,leavesorganictons,xmastreetons
2023 / 07,Queens,05,4698.750000000000000,555.430000000000064,665.000000000000000,92.810000000000002,,4,,
2023 / 07,Queens,06,2735.460000000000036,357.850000000000023,359.220000000000027,49.649999999999999,,4,,
2023 / 07,Queens,07,6821.659999999999854,735.779999999999973,757.789999999999964,101.510000000000005,,4,,
2023 / 07,Queens,08,3739.269999999999982,404.210000000000036,400.189999999999998,60.469999999999999,,4,,
2023 / 07,Queens,09,4009.519999999999982,425.840000000000032,530.700000000000045,142.460000000000008,,4,,
2023 / 07,Queens,10,3962.559999999999945,354.259999999999991,556.740000000000009,63.020000000000003,,4,,
2023 / 07,Queens,11,2979.990000000000236,410.060000000000002,418.170000000000016,102.590000000000003,,4,,
2023 / 07,Queens,12,7390.449999999999818,480.670000000000016,942.259999999999991,250.810000000000002,,4,,
2023 / 07,Queens,13,5800.430000000000291,432.699999999999989,864.149999999999977,158.870000000000005,,4,,
2023 / 07,Queens,14,3363.760000000000218,246.180000000000007,278.180000000000007,74.670000000000002,,4,,
2023 / 07,Staten Island,01,5596.770000000000437,552.639999999999986,681.490000000000009,,,5,,
2023 / 07,Staten Island,02,4390.260000000000218,488.220000000000027,515.370000000000005,,,5,,
2023 / 07,Staten Island,03,5701.600000000000364,672.970000000000027,661.480000000000018,,,5,,
2023 / 06,Bronx,01,2243.920000000000073,131.680000000000007,138.860000000000014,,66.820000000000007,2,,
2023 / 06,Bronx,02,1540.730000000000018,111.329999999999998,157.379999999999995,,,2,,
2023 / 06,Bronx,03,2080.030000000000200,117.390000000000001,145.719999999999999,,51.590000000000003,2,,
2023 / 06,Bronx,04,3830.789999999999964,235.050000000000011,313.350000000000023,,57.300000000000004,2,,
2023 / 06,Bronx,05,3257.900000000000091,191.980000000000018,318.870000000000005,,67.590000000000003,2,,
2023 / 06,Bronx,06,2253.340000000000146,131.469999999999999,172.250000000000000,,46.680000000000000,2,,
2023 / 06,Bronx,07,3520.139999999999873,273.430000000000007,437.900000000000034,,29.629999999999999,2,,
2023 / 06,Bronx,08,2313.980000000000018,287.090000000000032,338.840000000000032,47.119999999999997,,2,,
2023 / 06,Bronx,09,3769.950000000000273,224.370000000000005,376.079999999999984,,,2,,
2023 / 06,Bronx,10,2711.240000000000236,274.230000000000018,342.990000000000009,,50.539999999999999,2,,
2023 / 06,Bronx,11,3253.559999999999945,267.769999999999982,332.240000000000009,,51.859999999999999,2,,
2023 / 06,Bronx,12,4087.619999999999891,304.139999999999986,576.259999999999991,,,2,,
2023 / 06,Brooklyn,01,5488.039999999999964,641.690000000000055,444.230000000000018,24.690000000000001,,3,,
2023 / 06,Brooklyn,02,2750.889999999999873,492.500000000000000,396.040000000000020,63.280000000000001,29.910000000000000,3,,
2023 / 06,Brooklyn,03,4174.430000000000291,420.699999999999989,347.819999999999993,,,3,,
2023 / 06,Brooklyn,04,3260.760000000000218,239.610000000000014,364.319999999999993,,,3,,
2023 / 06,Brooklyn,05,4780.270000000000437,218.039999999999992,441.759999999999991,,,3,,
2023 / 06,Brooklyn,06,2154.460000000000036,487.910000000000025,390.910000000000025,114.740000000000009,55.770000000000003,3,,
2023 / 06,Brooklyn,07,3187.380000000000109,358.740000000000009,367.439999999999998,65.000000000000000,50.689999999999998,3,,
2023 / 06,Brooklyn,08,2522.289999999999964,282.590000000000032,265.079999999999984,,17.440000000000001,3,,
2023 / 06,Brooklyn,09,2951.409999999999854,284.340000000000032,239.360000000000014,,,3,,
2023 / 06,Brooklyn,10,3658.760000000000218,416.230000000000018,431.699999999999989,,62.399999999999999,3,,
2023 / 06,Brooklyn,11,5276.630000000000109,515.990000000000009,514.169999999999959,,,3,,
2023 / 06,Brooklyn,12,6611.340000000000146,602.350000000000023,341.540000000000020,,,3,,
2023 / 06,Brooklyn,13,2027.940000000000055,178.909999999999997,227.550000000000011,,,3,,
2023 / 06,Brooklyn,14,4748.730000000000473,403.490000000000009,382.710000000000036,,,3,,
2023 / 06,Brooklyn,15,4554.319999999999709,493.449999999999989,484.259999999999991,,96.390000000000001,3,,
2023 / 06,Brooklyn,16,2308.820000000000164,97.480000000000004,154.780000000000001,,,3,,
2023 / 06,Brooklyn,17,4445.010000000000218,297.480000000000018,425.220000000000027,,,3,,
2023 / 06,Brooklyn,18,5756.520000000000437,507.720000000000027,633.550000000000068,,,3,,
2023 / 06,Manhattan,01,1355.860000000000127,377.259999999999991,263.379999999999995,,,1,,
2023 / 06,Manhattan,02,1812.840000000000146,377.650000000000034,268.720000000000027,,16.039999999999999,1,,
2023 / 06,Manhattan,03,2583.519999999999982,314.410000000000025,282.730000000000018,,26.900000000000002,1,,
2023 / 06,Manhattan,04,2419.670000000000073,476.139999999999986,372.470000000000027,,,1,,
2023 / 06,Manhattan,05,1281.230000000000018,255.990000000000009,167.390000000000015,,,1,,
2023 / 06,Manhattan,06,2785.789999999999964,517.539999999999964,394.490000000000009,10.500000000000000,,1,,
2023 / 06,Manhattan,07,4408.150000000000546,931.700000000000045,704.389999999999986,56.289999999999999,32.000000000000000,1,,
2023 / 06,Manhattan,08,4820.550000000000182,987.980000000000018,714.590000000000032,,,1,,
2023 / 06,Manhattan,09,2100.760000000000218,239.310000000000002,263.399999999999977,,43.460000000000001,1,,
2023 / 06,Manhattan,10,2517.320000000000164,256.290000000000020,241.730000000000018,,,1,,
2023 / 06,Manhattan,11,2397.809999999999945,188.450000000000017,163.810000000000002,,28.600000000000001,1,,
2023 / 06,Manhattan,12,4483.930000000000291,418.269999999999982,468.699999999999989,,28.449999999999999,1,,
2023 / 06,Queens,01,4054.730000000000018,569.320000000000050,583.590000000000032,84.530000000000001,,4,,
2023 / 06,Queens,02,3146.420000000000073,415.689999999999998,412.420000000000016,37.759999999999998,203.650000000000006,4,,
2023 / 06,Queens,03,4928.449999999999818,361.600000000000023,510.840000000000032,37.740000000000002,,4,,
2023 / 06,Queens,04,4105.500000000000000,324.870000000000005,482.199999999999989,27.780000000000001,,4,,
2023 / 06,Queens,05,4764.510000000000218,578.240000000000009,680.300000000000068,88.640000000000001,123.299999999999997,4,,
2023 / 06,Queens,06,2754.099999999999909,362.259999999999991,370.360000000000014,56.469999999999999,,4,,
2023 / 06,Queens,07,6634.970000000000255,707.759999999999991,745.560000000000059,111.879999999999995,,4,,
2023 / 06,Queens,08,3776.889999999999873,406.269999999999982,393.939999999999998,68.159999999999997,,4,,
2023 / 06,Queens,09,3961.470000000000255,412.280000000000030,511.650000000000034,133.490000000000009,98.400000000000006,4,,
2023 / 06,Queens,10,3943.590000000000146,346.019999999999982,539.799999999999955,66.340000000000003,,4,,
2023 / 06,Queens,11,3063.139999999999873,404.840000000000032,417.000000000000000,109.799999999999997,61.670000000000002,4,,
2023 / 06,Queens,12,7161.310000000000400,492.860000000000014,915.310000000000059,271.590000000000032,,4,,
2023 / 06,Queens,13,5776.300000000000182,438.910000000000025,854.570000000000050,167.800000000000011,,4,,
2023 / 06,Queens,14,3259.389999999999873,242.009999999999991,262.040000000000020,77.269999999999996,,4,,
2023 / 06,Staten Island,01,5610.859999999999673,541.230000000000018,673.310000000000059,,,5,,
2023 / 06,Staten Island,02,4392.100000000000364,481.120000000000005,522.700000000000045,,24.990000000000002,5,,
2023 / 06,Staten Island,03,5807.850000000000364,684.259999999999991,698.159999999999968,,25.280000000000001,5,,
2023 / 05,Bronx,01,2327.860000000000127,127.370000000000005,144.560000000000002,,91.739999999999995,2,,
2023 / 05,Bronx,02,1571.009999999999991,83.500000000000000,125.269999999999996,,,2,,
2023 / 05,Bronx,03,2213.780000000000200,143.599999999999994,182.909999999999997,,68.070000000000007,2,,
2023 / 05,Bronx,04,3991.539999999999964,242.319999999999993,326.420000000000016,,84.560000000000002,2,,
2023 / 05,Bronx,05,3384.289999999999964,199.210000000000008,325.810000000000002,,93.269999999999996,2,,
2023 / 05,Bronx,06,2397.000000000000000,153.569999999999993,229.110000000000014,,67.939999999999998,2,,
2023 / 05,Bronx,07,3678.860000000000127,275.850000000000023,443.430000000000007,,47.859999999999999,2,,
2023 / 05,Bronx,08,2389.800000000000182,293.870000000000005,355.819999999999993,43.689999999999998,,2,,
2023 / 05,Bronx,09,3985.440000000000055,210.849999999999994,354.129999999999995,,,2,,
2023 / 05,Bronx,10,2891.309999999999945,258.759999999999991,338.949999999999989,,58.780000000000001,2,,
2023 / 05,Bronx,11,3194.760000000000218,258.850000000000023,326.050000000000011,,80.900000000000006,2,,
2023 / 05,Bronx,12,4259.649999999999636,300.540000000000020,574.779999999999973,,,2,,
2023 / 05,Brooklyn,01,5894.289999999999964,632.320000000000050,413.850000000000023,28.060000000000002,,3,,
2023 / 05,Brooklyn,02,2836.360000000000127,504.000000000000000,411.230000000000018,64.760000000000005,49.359999999999999,3,,
2023 / 05,Brooklyn,03,4499.470000000000255,446.740000000000009,349.810000000000002,,,3,,
2023 / 05,Brooklyn,04,3429.340000000000146,236.360000000000014,359.370000000000005,,,3,,
2023 / 05,Brooklyn,05,4980.590000000000146,226.099999999999994,457.329999999999984,,,3,,
2023 / 05,Brooklyn,06,2199.039999999999964,468.579999999999984,385.650000000000034,123.359999999999999,67.760000000000005,3,,
2023 / 05,Brooklyn,07,3248.750000000000000,362.180000000000007,365.790000000000020,61.170000000000002,69.939999999999998,3,,
2023 / 05,Brooklyn,08,2634.789999999999964,300.879999999999995,275.079999999999984,,24.410000000000000,3,,
2023 / 05,Brooklyn,09,3076.470000000000255,266.250000000000000,222.469999999999999,,,3,,
2023 / 05,Brooklyn,10,3622.480000000000018,413.139999999999986,435.939999999999998,,96.320000000000007,3,,
2023 / 05,Brooklyn,11,5360.109999999999673,498.389999999999986,501.790000000000020,,,3,,
2023 / 05,Brooklyn,12,6927.380000000000109,658.029999999999973,336.629999999999995,,,3,,
2023 / 05,Brooklyn,13,2118.820000000000164,174.640000000000015,230.730000000000018,,,3,,
2023 / 05,Brooklyn,14,4949.039999999999964,434.629999999999995,415.319999999999993,,,3,,
2023 / 05,Brooklyn,15,4715.289999999999964,491.480000000000018,488.370000000000005,,117.939999999999998,3,,
2023 / 05,Brooklyn,16,2427.019999999999982,92.769999999999996,155.400000000000006,,,3,,
2023 / 05,Brooklyn,17,4580.510000000000218,283.689999999999998,416.949999999999989,,,3,,
2023 / 05,Brooklyn,18,5868.510000000000218,506.829999999999984,608.129999999999995,,,3,,
2023 / 05,Manhattan,01,1437.009999999999991,323.720000000000027,224.490000000000009,,,1,,
2023 / 05,Manhattan,02,1963.759999999999991,420.500000000000000,302.269999999999982,,27.550000000000001,1,,
2023 / 05,Manhattan,03,2804.119999999999891,295.610000000000014,280.689999999999998,,35.579999999999998,1,,
2023 / 05,Manhattan,04,2505.179999999999836,415.240000000000009,332.650000000000034,,,1,,
2023 / 05,Manhattan,05,1353.680000000000064,265.329999999999984,180.830000000000013,,,1,,
2023 / 05,Manhattan,06,2977.889999999999873,449.009999999999991,357.230000000000018,11.680000000000000,,1,,
2023 / 05,Manhattan,07,4593.159999999999854,906.610000000000014,686.600000000000023,64.680000000000007,40.579999999999998,1,,
2023 / 05,Manhattan,08,5012.359999999999673,992.340000000000032,724.490000000000009,,,1,,
2023 / 05,Manhattan,09,2205.139999999999873,214.120000000000005,239.950000000000017,,55.850000000000001,1,,
2023 / 05,Manhattan,10,2598.010000000000218,242.099999999999994,233.210000000000008,,,1,,
2023 / 05,Manhattan,11,2481.800000000000182,205.140000000000015,188.560000000000002,,34.910000000000004,1,,
2023 / 05,Manhattan,12,4710.940000000000509,400.710000000000036,467.949999999999989,,32.329999999999998,1,,
2023 / 05,Queens,01,4216.340000000000146,588.440000000000055,608.580000000000041,93.719999999999999,,4,,
2023 / 05,Queens,02,3147.530000000000200,424.840000000000032,432.389999999999986,36.250000000000000,243.730000000000018,4,,
2023 / 05,Queens,03,5022.600000000000364,334.430000000000007,492.199999999999989,34.899999999999999,,4,,
2023 / 05,Queens,04,4180.670000000000073,310.860000000000014,466.579999999999984,23.270000000000000,,4,,
2023 / 05,Queens,05,4903.690000000000509,578.139999999999986,684.289999999999964,105.170000000000002,153.099999999999994,4,,
2023 / 05,Queens,06,2761.590000000000146,346.470000000000027,364.350000000000023,54.000000000000000,,4,,
2023 / 05,Queens,07,6748.350000000000364,693.669999999999959,747.419999999999959,139.340000000000003,,4,,
2023 / 05,Queens,08,3850.869999999999891,404.030000000000030,398.170000000000016,75.430000000000007,,4,,
2023 / 05,Queens,09,4092.420000000000073,424.199999999999989,528.180000000000064,143.039999999999992,144.460000000000008,4,,
2023 / 05,Queens,10,4075.119999999999891,342.090000000000032,549.480000000000018,71.070000000000007,,4,,
2023 / 05,Queens,11,3120.680000000000291,410.150000000000034,442.860000000000014,138.180000000000007,86.680000000000007,4,,
2023 / 05,Queens,12,7310.590000000000146,467.860000000000014,903.899999999999977,285.370000000000005,,4,,
2023 / 05,Queens,13,5855.350000000000364,428.990000000000009,842.940000000000055,185.099999999999994,,4,,
2023 / 05,Queens,14,3285.470000000000255,228.539999999999992,251.700000000000017,75.269999999999996,,4,,
2023 / 05,Staten Island,01,5768.230000000000473,537.909999999999968,678.019999999999982,,,5,,
2023 / 05,Staten Island,02,4591.130000000000109,469.019999999999982,516.799999999999955,,28.789999999999999,5,,
2023 / 05,Staten Island,03,6317.720000000000255,665.850000000000023,705.909999999999968,,29.920000000000002,5,,
2023 / 04,Bronx,01,2012.890000000000100,104.609999999999999,127.159999999999997,,54.939999999999998,2,,
2023 / 04,Bronx,02,1396.269999999999982,85.710000000000008,121.409999999999997,,,2,,
2023 / 04,Bronx,03,1919.779999999999973,113.620000000000005,144.120000000000005,,37.579999999999998,2,,
2023 / 04,Bronx,04,3529.300000000000182,210.120000000000005,298.090000000000032,,48.880000000000003,2,,
2023 / 04,Bronx,05,3023.550000000000182,185.110000000000014,305.920000000000016,,53.880000000000003,2,,
2023 / 04,Bronx,06,2062.150000000000091,122.620000000000005,169.479999999999990,,38.480000000000004,2,,
2023 / 04,Bronx,07,3252.639999999999873,238.719999999999999,402.569999999999993,,27.820000000000000,2,,
2023 / 04,Bronx,08,2076.550000000000182,260.470000000000027,319.639999999999986,39.899999999999999,,2,,
2023 / 04,Bronx,09,3496.349999999999909,201.689999999999998,344.860000000000014,,,2,,
2023 / 04,Bronx,10,2534.980000000000018,248.560000000000002,320.199999999999989,,30.980000000000000,2,,
2023 / 04,Bronx,11,2836.130000000000109,241.020000000000010,304.220000000000027,,44.939999999999998,2,,
2023 / 04,Bronx,12,3558.309999999999945,272.459999999999980,500.470000000000027,,,2,,
2023 / 04,Brooklyn,01,5430.050000000000182,638.620000000000005,386.769999999999982,23.870000000000001,,3,,
2023 / 04,Brooklyn,02,2518.309999999999945,459.759999999999991,373.900000000000034,61.620000000000005,29.810000000000002,3,,
2023 / 04,Brooklyn,03,3895.159999999999854,374.509999999999991,287.500000000000000,,,3,,
2023 / 04,Brooklyn,04,3006.950000000000273,219.620000000000005,339.069999999999993,,,3,,
2023 / 04,Brooklyn,05,4358.869999999999891,183.950000000000017,390.689999999999998,,,3,,
2023 / 04,Brooklyn,06,1932.170000000000073,428.490000000000009,355.459999999999980,114.460000000000008,38.119999999999997,3,,
2023 / 04,Brooklyn,07,2897.590000000000146,331.100000000000023,331.560000000000002,55.770000000000003,40.180000000000000,3,,
2023 / 04,Brooklyn,08,2263.599999999999909,250.760000000000019,235.599999999999994,,15.580000000000000,3,,
2023 / 04,Brooklyn,09,2669.369999999999891,246.430000000000007,216.530000000000001,,,3,,
2023 / 04,Brooklyn,10,3215.440000000000055,364.410000000000025,396.120000000000005,,59.890000000000001,3,,
2023 / 04,Brooklyn,11,4766.319999999999709,475.990000000000009,479.829999999999984,,,3,,
2023 / 04,Brooklyn,12,6418.190000000000509,637.389999999999986,350.530000000000030,,,3,,
2023 / 04,Brooklyn,13,1912.590000000000146,151.509999999999991,201.689999999999998,,,3,,
2023 / 04,Brooklyn,14,4326.710000000000036,385.889999999999986,386.720000000000027,,,3,,
2023 / 04,Brooklyn,15,4196.420000000000073,445.220000000000027,460.759999999999991,,68.370000000000005,3,,
2023 / 04,Brooklyn,16,2072.420000000000073,87.579999999999998,150.719999999999999,,,3,,
2023 / 04,Brooklyn,17,3944.970000000000255,261.990000000000009,375.670000000000016,,,3,,
2023 / 04,Brooklyn,18,5058.940000000000509,458.170000000000016,567.600000000000023,,,3,,
2023 / 04,Manhattan,01,1257.350000000000136,331.709999999999980,223.069999999999993,,,1,,
2023 / 04,Manhattan,02,1707.680000000000064,358.850000000000023,268.670000000000016,,17.240000000000002,1,,
2023 / 04,Manhattan,03,2381.700000000000273,273.900000000000034,262.300000000000011,,19.670000000000002,1,,
2023 / 04,Manhattan,04,2193.700000000000273,411.980000000000018,335.620000000000005,,,1,,
2023 / 04,Manhattan,05,1190.850000000000136,222.680000000000007,151.390000000000015,,,1,,
2023 / 04,Manhattan,06,2587.710000000000036,449.810000000000002,349.900000000000034,9.040000000000001,,1,,
2023 / 04,Manhattan,07,3992.740000000000236,866.550000000000068,669.930000000000064,59.469999999999999,25.120000000000001,1,,
2023 / 04,Manhattan,08,4492.250000000000000,946.580000000000041,697.590000000000032,,,1,,
2023 / 04,Manhattan,09,1937.319999999999936,214.509999999999991,235.480000000000018,,27.150000000000002,1,,
2023 / 04,Manhattan,10,2329.490000000000236,214.170000000000016,205.150000000000006,,,1,,
2023 / 04,Manhattan,11,2200.720000000000255,189.580000000000013,166.930000000000007,,12.330000000000000,1,,
2023 / 04,Manhattan,12,4068.840000000000146,360.959999999999980,426.199999999999989,,14.470000000000001,1,,
2023 / 04,Queens,01,3785.860000000000127,508.699999999999989,536.720000000000027,76.469999999999999,,4,,
2023 / 04,Queens,02,2788.789999999999964,374.069999999999993,375.350000000000023,33.369999999999997,143.189999999999998,4,,
2023 / 04,Queens,03,4427.079999999999927,300.019999999999982,454.620000000000005,29.120000000000001,,4,,
2023 / 04,Queens,04,3719.710000000000036,268.149999999999977,431.040000000000020,20.289999999999999,,4,,
2023 / 04,Queens,05,4365.149999999999636,507.150000000000034,626.490000000000009,95.500000000000000,98.189999999999998,4,,
2023 / 04,Queens,06,2490.079999999999927,311.870000000000005,336.920000000000016,50.020000000000003,,4,,
2023 / 04,Queens,07,5949.619999999999891,652.149999999999977,686.509999999999991,117.170000000000002,,4,,
2023 / 04,Queens,08,3363.280000000000200,359.620000000000005,367.060000000000002,78.480000000000004,,4,,
2023 / 04,Queens,09,3573.570000000000164,375.569999999999993,470.040000000000020,105.960000000000008,88.000000000000000,4,,
2023 / 04,Queens,10,3551.200000000000273,296.639999999999986,471.720000000000027,54.890000000000001,,4,,
2023 / 04,Queens,11,2671.530000000000200,362.569999999999993,388.889999999999986,136.300000000000011,47.310000000000002,4,,
2023 / 04,Queens,12,6331.890000000000327,420.780000000000030,798.490000000000009,207.900000000000006,,4,,
2023 / 04,Queens,13,4920.300000000000182,371.610000000000014,755.970000000000027,151.439999999999998,,4,,
2023 / 04,Queens,14,2784.000000000000000,204.129999999999995,231.650000000000006,65.500000000000000,,4,,
2023 / 04,Staten Island,01,4975.130000000000109,478.509999999999991,617.580000000000041,,,5,,
2023 / 04,Staten Island,02,3973.340000000000146,422.939999999999998,473.019999999999982,,18.000000000000000,5,,
2023 / 04,Staten Island,03,5398.510000000000218,599.190000000000055,614.639999999999986,,18.870000000000001,5,,
2023 / 03,Bronx,01,2204.829999999999927,116.650000000000006,129.840000000000003,,66.239999999999995,2,,
2023 / 03,Bronx,02,1511.150000000000091,114.829999999999998,148.960000000000008,,,2,,
2023 / 03,Bronx,03,2089.869999999999891,141.129999999999995,159.289999999999992,,65.129999999999995,2,,
2023 / 03,Bronx,04,3841.550000000000182,231.240000000000009,309.699999999999989,,82.969999999999999,2,,
2023 / 03,Bronx,05,3225.110000000000127,203.980000000000018,306.170000000000016,,96.420000000000002,2,,
2023 / 03,Bronx,06,2246.039999999999964,149.939999999999998,187.710000000000008,,68.799999999999997,2,,
2023 / 03,Bronx,07,3478.300000000000182,278.650000000000034,439.470000000000027,,52.100000000000001,2,,
2023 / 03,Bronx,08,2213.940000000000055,282.379999999999995,338.350000000000023,40.859999999999999,,2,,
2023 / 03,Bronx,09,3597.039999999999964,219.520000000000010,354.009999999999991,,,2,,
2023 / 03,Bronx,10,2445.220000000000255,263.959999999999980,315.829999999999984,,48.490000000000002,2,,
2023 / 03,Bronx,11,2888.360000000000127,258.769999999999982,319.629999999999995,,56.370000000000005,2,,
2023 / 03,Bronx,12,3637.539999999999964,298.199999999999989,535.210000000000036,,,2,,
2023 / 03,Brooklyn,01,6132.380000000000109,696.050000000000068,435.810000000000002,23.590000000000000,,3,,
2023 / 03,Brooklyn,02,2662.480000000000018,498.310000000000002,402.920000000000016,55.640000000000001,48.899999999999999,3,,
2023 / 03,Brooklyn,03,4233.409999999999854,480.840000000000032,328.840000000000032,,,3,,
2023 / 03,Brooklyn,04,3134.869999999999891,236.420000000000016,354.759999999999991,,,3,,
2023 / 03,Brooklyn,05,4491.569999999999709,216.530000000000001,438.240000000000009,,,3,,
2023 / 03,Brooklyn,06,2029.390000000000100,478.939999999999998,390.900000000000034,101.820000000000007,83.870000000000005,3,,
2023 / 03,Brooklyn,07,3030.659999999999854,363.379999999999995,359.620000000000005,50.050000000000004,77.560000000000002,3,,
2023 / 03,Brooklyn,08,2504.720000000000255,283.930000000000007,255.170000000000016,,26.070000000000000,3,,
2023 / 03,Brooklyn,09,2927.829999999999927,291.530000000000030,250.539999999999992,,,3,,
2023 / 03,Brooklyn,10,3320.039999999999964,409.699999999999989,430.030000000000030,,109.129999999999995,3,,
2023 / 03,Brooklyn,11,4946.529999999999745,514.700000000000045,500.600000000000023,,,3,,
2023 / 03,Brooklyn,12,7455.810000000000400,770.460000000000036,386.910000000000025,,,3,,
2023 / 03,Brooklyn,13,1982.319999999999936,172.360000000000014,229.500000000000000,,,3,,
2023 / 03,Brooklyn,14,4758.380000000000109,441.129999999999995,417.790000000000020,,,3,,
2023 / 03,Brooklyn,15,4569.010000000000218,515.340000000000032,489.250000000000000,,111.909999999999997,3,,
2023 / 03,Brooklyn,16,2194.179999999999836,103.240000000000009,164.420000000000016,,,3,,
2023 / 03,Brooklyn,17,4072.590000000000146,288.900000000000034,411.600000000000023,,,3,,
2023 / 03,Brooklyn,18,5004.829999999999927,492.590000000000032,594.070000000000050,,,3,,
2023 / 03,Manhattan,01,1319.549999999999955,363.590000000000032,246.420000000000016,,,1,,
2023 / 03,Manhattan,02,1762.860000000000127,389.829999999999984,278.910000000000025,,35.380000000000003,1,,
2023 / 03,Manhattan,03,2679.639999999999873,318.030000000000030,303.990000000000009,,25.580000000000002,1,,
2023 / 03,Manhattan,04,2276.820000000000164,458.100000000000023,369.709999999999980,,,1,,
2023 / 03,Manhattan,05,1221.660000000000082,261.889999999999986,172.860000000000014,,,1,,
2023 / 03,Manhattan,06,2711.630000000000109,520.210000000000036,406.340000000000032,9.640000000000001,,1,,
2023 / 03,Manhattan,07,4234.760000000000218,931.220000000000027,707.659999999999968,60.740000000000002,39.060000000000002,1,,
2023 / 03,Manhattan,08,4661.579999999999927,1004.909999999999968,736.250000000000000,,,1,,
2023 / 03,Manhattan,09,2084.610000000000127,237.409999999999997,251.390000000000015,,35.079999999999998,1,,
2023 / 03,Manhattan,10,2505.789999999999964,253.840000000000003,243.810000000000002,,,1,,
2023 / 03,Manhattan,11,2383.230000000000018,210.340000000000003,180.599999999999994,,12.850000000000000,1,,
2023 / 03,Manhattan,12,4471.650000000000546,424.269999999999982,487.930000000000007,,26.800000000000001,1,,
2023 / 03,Queens,01,3991.349999999999909,565.210000000000036,572.519999999999982,14.280000000000001,,4,,
2023 / 03,Queens,02,2935.590000000000146,416.139999999999986,394.400000000000034,4.210000000000000,236.450000000000017,4,,
2023 / 03,Queens,03,4494.710000000000036,338.400000000000034,497.270000000000039,4.920000000000000,,4,,
2023 / 03,Queens,04,3868.389999999999873,304.220000000000027,474.030000000000030,5.030000000000000,,4,,
2023 / 03,Queens,05,4445.170000000000073,555.560000000000059,646.230000000000018,15.650000000000000,168.000000000000000,4,,
2023 / 03,Queens,06,2657.510000000000218,370.090000000000032,369.490000000000009,7.640000000000001,,4,,
2023 / 03,Queens,07,6027.930000000000291,682.230000000000018,714.490000000000009,23.370000000000001,,4,,
2023 / 03,Queens,08,3564.200000000000273,411.120000000000005,392.009999999999991,14.359999999999999,,4,,
2023 / 03,Queens,09,3648.880000000000109,390.160000000000025,479.280000000000030,16.320000000000000,140.180000000000007,4,,
2023 / 03,Queens,10,3442.960000000000036,304.160000000000025,469.220000000000027,6.700000000000000,,4,,
2023 / 03,Queens,11,2651.400000000000091,389.990000000000009,399.300000000000011,25.260000000000002,84.909999999999997,4,,
2023 / 03,Queens,12,6231.739999999999782,444.050000000000011,830.139999999999986,19.710000000000001,,4,,
2023 / 03,Queens,13,4715.480000000000473,398.370000000000005,759.860000000000014,21.100000000000001,,4,,
2023 / 03,Queens,14,3039.750000000000000,241.900000000000006,239.039999999999992,7.790000000000000,,4,,
2023 / 03,Staten Island,01,4950.340000000000146,519.350000000000023,621.850000000000023,,,5,,
2023 / 03,Staten Island,02,3934.800000000000182,467.560000000000002,478.780000000000030,,28.070000000000000,5,,
2023 / 03,Staten Island,03,5066.920000000000073,652.970000000000027,616.090000000000032,,36.289999999999999,5,,
2023 / 02,Bronx,01,1812.140000000000100,100.329999999999998,120.430000000000007,,,2,,
2023 / 02,Bronx,02,1257.079999999999927,82.040000000000006,118.109999999999999,,,2,,
2023 / 02,Bronx,03,1723.410000000000082,112.290000000000006,132.620000000000005,,,2,,
2023 / 02,Bronx,04,3241.539999999999964,194.980000000000018,278.949999999999989,,62.850000000000001,2,,
2023 / 02,Bronx,05,2766.220000000000255,164.159999999999997,270.069999999999993,,62.550000000000004,2,,
2023 / 02,Bronx,06,1928.829999999999927,115.650000000000006,165.870000000000005,,50.270000000000003,2,,
2023 / 02,Bronx,07,2974.300000000000182,225.740000000000009,377.250000000000000,,30.310000000000002,2,,
2023 / 02,Bronx,08,1876.910000000000082,237.759999999999991,305.290000000000020,27.270000000000000,,2,,
2023 / 02,Bronx,09,3071.869999999999891,177.780000000000001,298.000000000000000,,,2,,
2023 / 02,Bronx,10,2053.590000000000146,217.080000000000013,277.340000000000032,,23.020000000000000,2,,
2023 / 02,Bronx,11,2369.250000000000000,209.620000000000005,281.819999999999993,,,2,,
2023 / 02,Bronx,12,3001.679999999999836,243.610000000000014,452.930000000000007,,,2,,
2023 / 02,Brooklyn,01,5120.619999999999891,568.750000000000000,381.689999999999998,20.650000000000002,,3,,
2023 / 02,Brooklyn,02,2344.050000000000182,429.720000000000027,352.810000000000002,47.509999999999998,33.100000000000001,3,,
2023 / 02,Brooklyn,03,3605.619999999999891,408.410000000000025,272.170000000000016,,,3,,
2023 / 02,Brooklyn,04,2713.849999999999909,202.670000000000016,310.439999999999998,,,3,,
2023 / 02,Brooklyn,05,3815.110000000000127,177.960000000000008,363.350000000000023,,,3,,
2023 / 02,Brooklyn,06,1777.620000000000118,404.920000000000016,338.379999999999995,81.310000000000002,44.189999999999998,3,,
2023 / 02,Brooklyn,07,2657.550000000000182,304.060000000000002,309.759999999999991,40.070000000000000,53.649999999999999,3,,
2023 / 02,Brooklyn,08,2161.269999999999982,250.030000000000001,224.750000000000000,,20.740000000000002,3,,
2023 / 02,Brooklyn,09,2553.400000000000091,234.980000000000018,203.860000000000014,,,3,,
2023 / 02,Brooklyn,10,2827.530000000000200,353.350000000000023,372.139999999999986,,72.519999999999996,3,,
2023 / 02,Brooklyn,11,4242.710000000000036,431.840000000000032,435.710000000000036,,,3,,
